drug,gene,no_mut,mut,amp,del,stats
GSK269962A,KDR,1,0,1,0,1
GSK269962A,KIT,2,0,2,0,0
GSK269962A,KRAS,24,20,4,0,1
GSK269962A,MAP2K4,4,1,0,3,1
GSK269962A,MDM2,5,0,5,0,1
GSK269962A,MET,3,0,3,0,1
GSK269962A,MLH1,8,7,1,0,1
GSK269962A,MLLT3,12,0,1,11,0
GSK269962A,MSH2,6,3,0,3,1
GSK269962A,MSH6,4,3,0,1,1
GSK269962A,MYC,27,0,27,0,0
GSK269962A,MYCL1,10,0,10,0,1
GSK269962A,MYCN,24,0,24,0,0
GSK269962A,NF1,13,8,0,5,1
GSK269962A,NF2,12,10,0,2,1
GSK269962A,NOTCH1,12,12,0,0,0
GSK269962A,NRAS,27,27,0,0,0
GSK269962A,PDGFRA,1,0,1,0,1
GSK269962A,PIK3CA,18,16,2,0,0
GSK269962A,PIK3R1,5,4,0,1,0
GSK269962A,PTEN,55,36,0,19,0
GSK269962A,RB1,63,52,0,11,0
GSK269962A,RUNX1,1,1,0,0,1
GSK269962A,SETD2,2,2,0,0,1
GSK269962A,SMAD4,8,6,0,2,0
GSK269962A,SMARCA4,4,4,0,0,0
GSK269962A,SMARCB1,0,0,0,0,1
GSK269962A,SMO,0,0,0,0,1
GSK269962A,SOCS1,1,0,0,1,1
GSK269962A,STK11,6,4,0,2,0
GSK269962A,TET2,3,3,0,0,1
GSK269962A,TP53,228,224,0,4,1
GSK269962A,TSC1,1,1,0,0,0
GSK269962A,VHL,4,4,0,0,1
GSK269962A,BCR_ABL,4,4,0,0,0
GSK269962A,EWS_FLI1,11,11,0,0,1
GSK269962A,MLL_AFF1,2,2,0,0,1
GSK269962A,MISHL,42,42,0,0,0
Doxorubicin,AKT2,8,0,8,0,0
Doxorubicin,ALK,3,2,1,0,1
Doxorubicin,APC,34,32,2,0,0
Doxorubicin,BRAF,60,58,2,0,0
Doxorubicin,BRCA1,4,2,2,0,1
Doxorubicin,BRCA2,6,5,1,0,1
Doxorubicin,CCND1,29,0,29,0,1
Doxorubicin,CCND2,4,0,4,0,1
Doxorubicin,CCND3,4,0,4,0,0
Doxorubicin,CDH1,12,9,1,2,1
Doxorubicin,CDK4,9,0,9,0,0
Doxorubicin,CDK6,9,0,9,0,0
Doxorubicin,CDKN2A,269,52,1,216,1
Doxorubicin,CDKN2C,10,0,0,10,1
Doxorubicin,CDKN2a(p14),225,225,0,0,0
Doxorubicin,CTNNB1,16,10,1,5,0
Doxorubicin,CYLD,1,1,0,0,0
Doxorubicin,EGFR,24,9,15,0,1
Doxorubicin,EP300,3,0,0,3,0
Doxorubicin,ERBB2,19,1,18,0,0
Doxorubicin,EZH2,7,4,3,0,0
Doxorubicin,FAM123B,5,3,0,2,1
Doxorubicin,FBXW7,26,25,0,1,1
Doxorubicin,FGFR2,4,0,4,0,1
Doxorubicin,FGFR3,3,2,1,0,0
Doxorubicin,FLCN,4,2,2,0,1
Doxorubicin,FLT3,5,3,2,0,0
Doxorubicin,GNAS,10,1,9,0,1
Doxorubicin,HRAS,6,6,0,0,1
Doxorubicin,IDH1,2,1,1,0,0
Doxorubicin,JAK2,7,0,5,2,1
Doxorubicin,KDM5C,4,4,0,0,0
Doxorubicin,KDM6A,25,12,0,13,1
Doxorubicin,KDR,3,0,3,0,0
Doxorubicin,KIT,5,0,5,0,0
Doxorubicin,KRAS,95,76,19,0,0
Doxorubicin,MAP2K4,14,3,0,11,0
Doxorubicin,MDM2,10,0,10,0,1
Doxorubicin,MET,12,0,12,0,1
Doxorubicin,MLH1,11,9,1,1,0
Doxorubicin,MLLT3,23,0,3,20,1
Doxorubicin,MSH2,8,4,0,4,0
Doxorubicin,MSH6,7,6,0,1,1
Doxorubicin,MYC,47,0,47,0,0
Doxorubicin,MYCL1,14,0,14,0,1
Doxorubicin,MYCN,25,0,25,0,1
Doxorubicin,NF1,23,13,0,10,1
Doxorubicin,NF2,22,18,0,4,0
Doxorubicin,NOTCH1,16,15,0,1,0
Doxorubicin,NRAS,46,44,2,0,0
Doxorubicin,PDGFRA,5,0,5,0,1
Doxorubicin,PIK3CA,65,60,5,0,0
Doxorubicin,PIK3R1,9,6,0,3,1
Doxorubicin,PTEN,92,58,0,34,1
Doxorubicin,RB1,89,70,1,18,0
Doxorubicin,RUNX1,5,2,0,3,1
Doxorubicin,SETD2,2,2,0,0,1
Doxorubicin,SMAD4,30,15,1,14,0
Doxorubicin,SMARCA4,12,10,0,2,1
Doxorubicin,SMARCB1,3,0,1,2,0
Doxorubicin,SMO,2,0,2,0,0
Doxorubicin,SOCS1,2,0,1,1,0
Doxorubicin,STK11,29,20,0,9,0
Doxorubicin,TET2,3,3,0,0,0
Doxorubicin,TP53,441,436,0,5,0
Doxorubicin,TSC1,4,4,0,0,1
Doxorubicin,VHL,8,7,1,0,1
Doxorubicin,BCR_ABL,4,4,0,0,1
Doxorubicin,EWS_FLI1,15,15,0,0,0
Doxorubicin,MLL_AFF1,2,2,0,0,0
Doxorubicin,MISHL,79,79,0,0,0
Etoposide,AKT2,8,0,8,0,0
Etoposide,ALK,3,2,1,0,0
Etoposide,APC,35,33,2,0,1
Etoposide,BRAF,60,58,2,0,0
Etoposide,BRCA1,5,2,2,1,1
Etoposide,BRCA2,7,6,1,0,0
Etoposide,CCND1,29,0,29,0,1
Etoposide,CCND2,4,0,4,0,1
Etoposide,CCND3,4,0,4,0,0
Etoposide,CDH1,12,9,1,2,1
Etoposide,CDK4,9,0,9,0,0
Etoposide,CDK6,10,0,10,0,1
Etoposide,CDKN2A,271,52,1,218,0
Etoposide,CDKN2C,10,0,0,10,1
Etoposide,CDKN2a(p14),227,227,0,0,0
Etoposide,CTNNB1,16,10,1,5,0
Etoposide,CYLD,1,1,0,0,0
Etoposide,EGFR,25,9,16,0,1
Etoposide,EP300,3,0,0,3,0
Etoposide,ERBB2,19,1,18,0,1
Etoposide,EZH2,7,4,3,0,1
Etoposide,FAM123B,5,3,0,2,1
Etoposide,FBXW7,26,25,0,1,1
Etoposide,FGFR2,4,0,4,0,1
Etoposide,FGFR3,3,2,1,0,1
Etoposide,FLCN,4,2,2,0,1
Etoposide,FLT3,5,3,2,0,0
Etoposide,GNAS,10,1,9,0,0
Etoposide,HRAS,7,7,0,0,1
Etoposide,IDH1,2,1,1,0,0
Etoposide,JAK2,7,0,5,2,1
Etoposide,KDM5C,4,4,0,0,0
Etoposide,KDM6A,25,12,0,13,1
Etoposide,KDR,3,0,3,0,0
Etoposide,KIT,5,0,5,0,0
Etoposide,KRAS,96,76,20,0,0
Etoposide,MAP2K4,14,3,0,11,0
Etoposide,MDM2,10,0,10,0,1
Etoposide,MET,13,0,13,0,0
Etoposide,MLH1,11,9,1,1,0
Etoposide,MLLT3,24,0,3,21,1
Etoposide,MSH2,9,5,0,4,0
Etoposide,MSH6,7,6,0,1,1
Etoposide,MYC,47,0,47,0,0
Etoposide,MYCL1,14,0,14,0,0
Etoposide,MYCN,26,0,26,0,0
Etoposide,NF1,23,13,0,10,0
Etoposide,NF2,23,19,0,4,0
Etoposide,NOTCH1,16,15,0,1,0
Etoposide,NRAS,46,44,2,0,1
Etoposide,PDGFRA,5,0,5,0,1
Etoposide,PIK3CA,65,60,5,0,0
Etoposide,PIK3R1,9,6,0,3,1
Etoposide,PTEN,95,60,0,35,1
Etoposide,RB1,91,71,1,19,0
Etoposide,RUNX1,5,2,0,3,1
Etoposide,SETD2,2,2,0,0,1
Etoposide,SMAD4,30,15,1,14,0
Etoposide,SMARCA4,12,10,0,2,1
Etoposide,SMARCB1,3,0,1,2,0
Etoposide,SMO,2,0,2,0,0
Etoposide,SOCS1,2,0,1,1,1
Etoposide,STK11,29,20,0,9,0
Etoposide,TET2,3,3,0,0,0
Etoposide,TP53,446,441,0,5,1
Etoposide,TSC1,4,4,0,0,1
Etoposide,VHL,8,7,1,0,1
Etoposide,BCR_ABL,4,4,0,0,0
Etoposide,EWS_FLI1,15,15,0,0,0
Etoposide,MLL_AFF1,2,2,0,0,0
Etoposide,MISHL,81,81,0,0,0
Gemcitabine,AKT2,8,0,8,0,0
Gemcitabine,ALK,3,2,1,0,0
Gemcitabine,APC,34,32,2,0,1
Gemcitabine,BRAF,60,58,2,0,0
Gemcitabine,BRCA1,4,2,2,0,1
Gemcitabine,BRCA2,6,5,1,0,0
Gemcitabine,CCND1,29,0,29,0,0
Gemcitabine,CCND2,4,0,4,0,1
Gemcitabine,CCND3,4,0,4,0,1
Gemcitabine,CDH1,12,9,1,2,0
Gemcitabine,CDK4,9,0,9,0,1
Gemcitabine,CDK6,9,0,9,0,0
Gemcitabine,CDKN2A,269,52,1,216,0
Gemcitabine,CDKN2C,10,0,0,10,1
Gemcitabine,CDKN2a(p14),225,225,0,0,0
Gemcitabine,CTNNB1,16,10,1,5,0
Gemcitabine,CYLD,1,1,0,0,1
Gemcitabine,EGFR,24,9,15,0,1
Gemcitabine,EP300,3,0,0,3,0
Gemcitabine,ERBB2,19,1,18,0,1
Gemcitabine,EZH2,7,4,3,0,1
Gemcitabine,FAM123B,5,3,0,2,1
Gemcitabine,FBXW7,26,25,0,1,1
Gemcitabine,FGFR2,4,0,4,0,1
Gemcitabine,FGFR3,3,2,1,0,0
Gemcitabine,FLCN,4,2,2,0,1
Gemcitabine,FLT3,5,3,2,0,0
Gemcitabine,GNAS,10,1,9,0,1
Gemcitabine,HRAS,6,6,0,0,1
Gemcitabine,IDH1,2,1,1,0,1
Gemcitabine,JAK2,7,0,5,2,1
Gemcitabine,KDM5C,4,4,0,0,1
Gemcitabine,KDM6A,25,12,0,13,1
Gemcitabine,KDR,3,0,3,0,0
Gemcitabine,KIT,5,0,5,0,0
Gemcitabine,KRAS,95,76,19,0,0
Gemcitabine,MAP2K4,14,3,0,11,0
Gemcitabine,MDM2,10,0,10,0,1
Gemcitabine,MET,12,0,12,0,0
Gemcitabine,MLH1,11,9,1,1,0
Gemcitabine,MLLT3,23,0,3,20,0
Gemcitabine,MSH2,8,4,0,4,0
Gemcitabine,MSH6,7,6,0,1,1
Gemcitabine,MYC,47,0,47,0,0
Gemcitabine,MYCL1,14,0,14,0,0
Gemcitabine,MYCN,25,0,25,0,1
Gemcitabine,NF1,23,13,0,10,1
Gemcitabine,NF2,22,18,0,4,0
Gemcitabine,NOTCH1,16,15,0,1,0
Gemcitabine,NRAS,46,44,2,0,0
Gemcitabine,PDGFRA,5,0,5,0,1
Gemcitabine,PIK3CA,65,60,5,0,0
Gemcitabine,PIK3R1,9,6,0,3,1
Gemcitabine,PTEN,92,58,0,34,1
Gemcitabine,RB1,89,70,1,18,0
Gemcitabine,RUNX1,5,2,0,3,1
Gemcitabine,SETD2,2,2,0,0,1
Gemcitabine,SMAD4,30,15,1,14,0
Gemcitabine,SMARCA4,12,10,0,2,1
Gemcitabine,SMARCB1,3,0,1,2,0
Gemcitabine,SMO,2,0,2,0,0
Gemcitabine,SOCS1,2,0,1,1,1
Gemcitabine,STK11,29,20,0,9,1
Gemcitabine,TET2,3,3,0,0,0
Gemcitabine,TP53,441,436,0,5,0
Gemcitabine,TSC1,4,4,0,0,1
Gemcitabine,VHL,8,7,1,0,0
Gemcitabine,BCR_ABL,4,4,0,0,1
Gemcitabine,EWS_FLI1,15,15,0,0,0
Gemcitabine,MLL_AFF1,2,2,0,0,0
Gemcitabine,MISHL,79,79,0,0,0
Mitomycin C,AKT2,8,0,8,0,1
Mitomycin C,ALK,3,2,1,0,1
Mitomycin C,APC,34,32,2,0,0
Mitomycin C,BRAF,60,58,2,0,0
Mitomycin C,BRCA1,4,2,2,0,1
Mitomycin C,BRCA2,6,5,1,0,0
Mitomycin C,CCND1,29,0,29,0,1
Mitomycin C,CCND2,4,0,4,0,1
Mitomycin C,CCND3,4,0,4,0,0
Mitomycin C,CDH1,12,9,1,2,0
Mitomycin C,CDK4,9,0,9,0,1
Mitomycin C,CDK6,9,0,9,0,0
Mitomycin C,CDKN2A,269,52,1,216,0
Mitomycin C,CDKN2C,10,0,0,10,1
Mitomycin C,CDKN2a(p14),225,225,0,0,0
Mitomycin C,CTNNB1,16,10,1,5,0
Mitomycin C,CYLD,1,1,0,0,0
Mitomycin C,EGFR,24,9,15,0,1
Mitomycin C,EP300,3,0,0,3,0
Mitomycin C,ERBB2,19,1,18,0,1
Mitomycin C,EZH2,7,4,3,0,1
Mitomycin C,FAM123B,5,3,0,2,1
Mitomycin C,FBXW7,26,25,0,1,1
Mitomycin C,FGFR2,4,0,4,0,1
Mitomycin C,FGFR3,3,2,1,0,0
Mitomycin C,FLCN,4,2,2,0,1
Mitomycin C,FLT3,5,3,2,0,0
Mitomycin C,GNAS,10,1,9,0,1
Mitomycin C,HRAS,6,6,0,0,1
Mitomycin C,IDH1,2,1,1,0,1
Mitomycin C,JAK2,7,0,5,2,1
Mitomycin C,KDM5C,4,4,0,0,0
Mitomycin C,KDM6A,25,12,0,13,1
Mitomycin C,KDR,3,0,3,0,0
Mitomycin C,KIT,5,0,5,0,0
Mitomycin C,KRAS,95,76,19,0,0
Mitomycin C,MAP2K4,14,3,0,11,0
Mitomycin C,MDM2,10,0,10,0,1
Mitomycin C,MET,12,0,12,0,0
Mitomycin C,MLH1,11,9,1,1,0
Mitomycin C,MLLT3,23,0,3,20,1
Mitomycin C,MSH2,8,4,0,4,0
Mitomycin C,MSH6,7,6,0,1,1
Mitomycin C,MYC,47,0,47,0,0
Mitomycin C,MYCL1,14,0,14,0,0
Mitomycin C,MYCN,25,0,25,0,0
Mitomycin C,NF1,23,13,0,10,1
Mitomycin C,NF2,22,18,0,4,0
Mitomycin C,NOTCH1,16,15,0,1,0
Mitomycin C,NRAS,46,44,2,0,0
Mitomycin C,PDGFRA,5,0,5,0,1
Mitomycin C,PIK3CA,65,60,5,0,0
Mitomycin C,PIK3R1,9,6,0,3,1
Mitomycin C,PTEN,92,58,0,34,1
Mitomycin C,RB1,89,70,1,18,0
Mitomycin C,RUNX1,5,2,0,3,0
Mitomycin C,SETD2,2,2,0,0,1
Mitomycin C,SMAD4,30,15,1,14,0
Mitomycin C,SMARCA4,12,10,0,2,1
Mitomycin C,SMARCB1,3,0,1,2,0
Mitomycin C,SMO,2,0,2,0,0
Mitomycin C,SOCS1,2,0,1,1,1
Mitomycin C,STK11,29,20,0,9,0
Mitomycin C,TET2,3,3,0,0,1
Mitomycin C,TP53,441,436,0,5,1
Mitomycin C,TSC1,4,4,0,0,1
Mitomycin C,VHL,8,7,1,0,1
Mitomycin C,BCR_ABL,4,4,0,0,1
Mitomycin C,EWS_FLI1,15,15,0,0,0
Mitomycin C,MLL_AFF1,2,2,0,0,0
Mitomycin C,MISHL,79,79,0,0,0
Vinorelbine,AKT2,8,0,8,0,0
Vinorelbine,ALK,3,2,1,0,0
Vinorelbine,APC,35,33,2,0,1
Vinorelbine,BRAF,60,58,2,0,0
Vinorelbine,BRCA1,5,2,2,1,1
Vinorelbine,BRCA2,7,6,1,0,0
Vinorelbine,CCND1,29,0,29,0,0
Vinorelbine,CCND2,4,0,4,0,1
Vinorelbine,CCND3,4,0,4,0,0
Vinorelbine,CDH1,12,9,1,2,1
Vinorelbine,CDK4,9,0,9,0,0
Vinorelbine,CDK6,10,0,10,0,1
Vinorelbine,CDKN2A,271,52,1,218,0
Vinorelbine,CDKN2C,10,0,0,10,1
Vinorelbine,CDKN2a(p14),227,227,0,0,1
Vinorelbine,CTNNB1,16,10,1,5,0
Vinorelbine,CYLD,1,1,0,0,0
Vinorelbine,EGFR,25,9,16,0,1
Vinorelbine,EP300,3,0,0,3,0
Vinorelbine,ERBB2,19,1,18,0,0
Vinorelbine,EZH2,7,4,3,0,1
Vinorelbine,FAM123B,5,3,0,2,1
Vinorelbine,FBXW7,26,25,0,1,0
Vinorelbine,FGFR2,4,0,4,0,1
Vinorelbine,FGFR3,3,2,1,0,0
Vinorelbine,FLCN,4,2,2,0,1
Vinorelbine,FLT3,5,3,2,0,0
Vinorelbine,GNAS,10,1,9,0,1
Vinorelbine,HRAS,7,7,0,0,1
Vinorelbine,IDH1,2,1,1,0,0
Vinorelbine,JAK2,7,0,5,2,1
Vinorelbine,KDM5C,4,4,0,0,0
Vinorelbine,KDM6A,25,12,0,13,0
Vinorelbine,KDR,3,0,3,0,0
Vinorelbine,KIT,5,0,5,0,0
Vinorelbine,KRAS,96,76,20,0,1
Vinorelbine,MAP2K4,14,3,0,11,1
Vinorelbine,MDM2,10,0,10,0,1
Vinorelbine,MET,13,0,13,0,0
Vinorelbine,MLH1,11,9,1,1,1
Vinorelbine,MLLT3,24,0,3,21,1
Vinorelbine,MSH2,9,5,0,4,0
Vinorelbine,MSH6,7,6,0,1,1
Vinorelbine,MYC,47,0,47,0,0
Vinorelbine,MYCL1,14,0,14,0,0
Vinorelbine,MYCN,26,0,26,0,1
Vinorelbine,NF1,23,13,0,10,1
Vinorelbine,NF2,23,19,0,4,1
Vinorelbine,NOTCH1,16,15,0,1,0
Vinorelbine,NRAS,46,44,2,0,1
Vinorelbine,PDGFRA,5,0,5,0,1
Vinorelbine,PIK3CA,65,60,5,0,0
Vinorelbine,PIK3R1,9,6,0,3,1
Vinorelbine,PTEN,95,60,0,35,0
Vinorelbine,RB1,91,71,1,19,1
Vinorelbine,RUNX1,5,2,0,3,1
Vinorelbine,SETD2,2,2,0,0,1
Vinorelbine,SMAD4,30,15,1,14,0
Vinorelbine,SMARCA4,12,10,0,2,1
Vinorelbine,SMARCB1,3,0,1,2,0
Vinorelbine,SMO,2,0,2,0,0
Vinorelbine,SOCS1,2,0,1,1,0
Vinorelbine,STK11,29,20,0,9,0
Vinorelbine,TET2,3,3,0,0,0
Vinorelbine,TP53,446,441,0,5,0
Vinorelbine,TSC1,4,4,0,0,1
Vinorelbine,VHL,8,7,1,0,1
Vinorelbine,BCR_ABL,4,4,0,0,1
Vinorelbine,EWS_FLI1,15,15,0,0,0
Vinorelbine,MLL_AFF1,2,2,0,0,0
Vinorelbine,MISHL,81,81,0,0,0
NSC-87877,AKT2,8,0,8,0,1
NSC-87877,ALK,3,2,1,0,1
NSC-87877,APC,35,33,2,0,0
NSC-87877,BRAF,60,58,2,0,1
NSC-87877,BRCA1,5,2,2,1,1
NSC-87877,BRCA2,7,6,1,0,0
NSC-87877,CCND1,29,0,29,0,0
NSC-87877,CCND2,4,0,4,0,1
NSC-87877,CCND3,4,0,4,0,0
NSC-87877,CDH1,12,9,1,2,1
NSC-87877,CDK4,9,0,9,0,0
NSC-87877,CDK6,10,0,10,0,1
NSC-87877,CDKN2A,271,52,1,218,0
NSC-87877,CDKN2C,10,0,0,10,1
NSC-87877,CDKN2a(p14),227,227,0,0,1
NSC-87877,CTNNB1,16,10,1,5,0
NSC-87877,CYLD,1,1,0,0,1
NSC-87877,EGFR,25,9,16,0,1
NSC-87877,EP300,3,0,0,3,1
NSC-87877,ERBB2,19,1,18,0,1
NSC-87877,EZH2,7,4,3,0,1
NSC-87877,FAM123B,5,3,0,2,0
NSC-87877,FBXW7,26,25,0,1,0
NSC-87877,FGFR2,4,0,4,0,1
NSC-87877,FGFR3,3,2,1,0,1
NSC-87877,FLCN,4,2,2,0,1
NSC-87877,FLT3,5,3,2,0,1
NSC-87877,GNAS,10,1,9,0,1
NSC-87877,HRAS,7,7,0,0,1
NSC-87877,IDH1,2,1,1,0,0
NSC-87877,JAK2,7,0,5,2,1
NSC-87877,KDM5C,4,4,0,0,1
NSC-87877,KDM6A,25,12,0,13,0
NSC-87877,KDR,3,0,3,0,0
NSC-87877,KIT,5,0,5,0,1
NSC-87877,KRAS,96,76,20,0,1
NSC-87877,MAP2K4,14,3,0,11,1
NSC-87877,MDM2,10,0,10,0,0
NSC-87877,MET,13,0,13,0,0
NSC-87877,MLH1,11,9,1,1,1
NSC-87877,MLLT3,24,0,3,21,1
NSC-87877,MSH2,9,5,0,4,1
NSC-87877,MSH6,7,6,0,1,0
NSC-87877,MYC,47,0,47,0,1
NSC-87877,MYCL1,14,0,14,0,1
NSC-87877,MYCN,26,0,26,0,0
NSC-87877,NF1,23,13,0,10,0
NSC-87877,NF2,23,19,0,4,1
NSC-87877,NOTCH1,16,15,0,1,1
NSC-87877,NRAS,46,44,2,0,1
NSC-87877,PDGFRA,5,0,5,0,1
NSC-87877,PIK3CA,65,60,5,0,0
NSC-87877,PIK3R1,9,6,0,3,0
NSC-87877,PTEN,95,60,0,35,0
NSC-87877,RB1,91,71,1,19,0
NSC-87877,RUNX1,5,2,0,3,0
NSC-87877,SETD2,2,2,0,0,1
NSC-87877,SMAD4,30,15,1,14,1
NSC-87877,SMARCA4,12,10,0,2,1
NSC-87877,SMARCB1,3,0,1,2,1
NSC-87877,SMO,2,0,2,0,0
NSC-87877,SOCS1,2,0,1,1,1
NSC-87877,STK11,29,20,0,9,0
NSC-87877,TET2,3,3,0,0,0
NSC-87877,TP53,446,441,0,5,1
NSC-87877,TSC1,4,4,0,0,1
NSC-87877,VHL,8,7,1,0,0
NSC-87877,BCR_ABL,4,4,0,0,1
NSC-87877,EWS_FLI1,15,15,0,0,0
NSC-87877,MLL_AFF1,2,2,0,0,1
NSC-87877,MISHL,81,81,0,0,1
Bicalutamide,AKT2,8,0,8,0,0
Bicalutamide,ALK,3,2,1,0,0
Bicalutamide,APC,34,32,2,0,0
Bicalutamide,BRAF,60,58,2,0,0
Bicalutamide,BRCA1,4,2,2,0,1
Bicalutamide,BRCA2,6,5,1,0,1
Bicalutamide,CCND1,29,0,29,0,1
Bicalutamide,CCND2,4,0,4,0,1
Bicalutamide,CCND3,4,0,4,0,0
Bicalutamide,CDH1,12,9,1,2,0
Bicalutamide,CDK4,9,0,9,0,0
Bicalutamide,CDK6,9,0,9,0,1
Bicalutamide,CDKN2A,269,52,1,216,1
Bicalutamide,CDKN2C,10,0,0,10,1
Bicalutamide,CDKN2a(p14),225,225,0,0,0
Bicalutamide,CTNNB1,16,10,1,5,0
Bicalutamide,CYLD,1,1,0,0,1
Bicalutamide,EGFR,24,9,15,0,0
Bicalutamide,EP300,3,0,0,3,0
Bicalutamide,ERBB2,19,1,18,0,0
Bicalutamide,EZH2,7,4,3,0,1
Bicalutamide,FAM123B,5,3,0,2,1
Bicalutamide,FBXW7,26,25,0,1,1
Bicalutamide,FGFR2,4,0,4,0,1
Bicalutamide,FGFR3,3,2,1,0,1
Bicalutamide,FLCN,4,2,2,0,1
Bicalutamide,FLT3,5,3,2,0,1
Bicalutamide,GNAS,10,1,9,0,0
Bicalutamide,HRAS,6,6,0,0,0
Bicalutamide,IDH1,2,1,1,0,0
Bicalutamide,JAK2,7,0,5,2,0
Bicalutamide,KDM5C,4,4,0,0,1
Bicalutamide,KDM6A,25,12,0,13,0
Bicalutamide,KDR,3,0,3,0,0
Bicalutamide,KIT,5,0,5,0,1
Bicalutamide,KRAS,95,76,19,0,0
Bicalutamide,MAP2K4,14,3,0,11,1
Bicalutamide,MDM2,10,0,10,0,0
Bicalutamide,MET,12,0,12,0,0
Bicalutamide,MLH1,11,9,1,1,1
Bicalutamide,MLLT3,23,0,3,20,1
Bicalutamide,MSH2,8,4,0,4,1
Bicalutamide,MSH6,7,6,0,1,0
Bicalutamide,MYC,47,0,47,0,0
Bicalutamide,MYCL1,14,0,14,0,1
Bicalutamide,MYCN,25,0,25,0,1
Bicalutamide,NF1,23,13,0,10,1
Bicalutamide,NF2,22,18,0,4,0
Bicalutamide,NOTCH1,16,15,0,1,1
Bicalutamide,NRAS,46,44,2,0,0
Bicalutamide,PDGFRA,5,0,5,0,0
Bicalutamide,PIK3CA,65,60,5,0,1
Bicalutamide,PIK3R1,9,6,0,3,1
Bicalutamide,PTEN,92,58,0,34,0
Bicalutamide,RB1,89,70,1,18,1
Bicalutamide,RUNX1,5,2,0,3,1
Bicalutamide,SETD2,2,2,0,0,0
Bicalutamide,SMAD4,30,15,1,14,0
Bicalutamide,SMARCA4,12,10,0,2,1
Bicalutamide,SMARCB1,3,0,1,2,0
Bicalutamide,SMO,2,0,2,0,1
Bicalutamide,SOCS1,2,0,1,1,1
Bicalutamide,STK11,29,20,0,9,0
Bicalutamide,TET2,3,3,0,0,0
Bicalutamide,TP53,441,436,0,5,0
Bicalutamide,TSC1,4,4,0,0,1
Bicalutamide,VHL,8,7,1,0,0
Bicalutamide,BCR_ABL,4,4,0,0,0
Bicalutamide,EWS_FLI1,15,15,0,0,1
Bicalutamide,MLL_AFF1,2,2,0,0,1
Bicalutamide,MISHL,79,79,0,0,0
QS11,AKT2,8,0,8,0,1
QS11,ALK,3,2,1,0,1
QS11,APC,34,32,2,0,0
QS11,BRAF,60,58,2,0,0
QS11,BRCA1,4,2,2,0,1
QS11,BRCA2,6,5,1,0,0
QS11,CCND1,29,0,29,0,1
QS11,CCND2,4,0,4,0,1
QS11,CCND3,4,0,4,0,0
QS11,CDH1,12,9,1,2,0
QS11,CDK4,9,0,9,0,1
QS11,CDK6,9,0,9,0,1
QS11,CDKN2A,269,52,1,216,1
QS11,CDKN2C,10,0,0,10,1
QS11,CDKN2a(p14),225,225,0,0,0
QS11,CTNNB1,16,10,1,5,0
QS11,CYLD,1,1,0,0,1
QS11,EGFR,24,9,15,0,1
QS11,EP300,3,0,0,3,0
QS11,ERBB2,19,1,18,0,0
QS11,EZH2,7,4,3,0,0
QS11,FAM123B,5,3,0,2,1
QS11,FBXW7,26,25,0,1,1
QS11,FGFR2,4,0,4,0,1
QS11,FGFR3,3,2,1,0,0
QS11,FLCN,4,2,2,0,1
QS11,FLT3,5,3,2,0,0
QS11,GNAS,10,1,9,0,0
QS11,HRAS,6,6,0,0,1
QS11,IDH1,2,1,1,0,0
QS11,JAK2,7,0,5,2,1
QS11,KDM5C,4,4,0,0,1
QS11,KDM6A,25,12,0,13,1
QS11,KDR,3,0,3,0,1
QS11,KIT,5,0,5,0,0
QS11,KRAS,95,76,19,0,0
QS11,MAP2K4,14,3,0,11,0
QS11,MDM2,10,0,10,0,1
QS11,MET,12,0,12,0,0
QS11,MLH1,11,9,1,1,0
QS11,MLLT3,23,0,3,20,0
QS11,MSH2,8,4,0,4,0
QS11,MSH6,7,6,0,1,0
QS11,MYC,47,0,47,0,0
QS11,MYCL1,14,0,14,0,0
QS11,MYCN,25,0,25,0,0
QS11,NF1,23,13,0,10,1
QS11,NF2,22,18,0,4,0
QS11,NOTCH1,16,15,0,1,0
QS11,NRAS,46,44,2,0,0
QS11,PDGFRA,5,0,5,0,1
QS11,PIK3CA,65,60,5,0,0
QS11,PIK3R1,9,6,0,3,1
QS11,PTEN,92,58,0,34,1
QS11,RB1,89,70,1,18,0
QS11,RUNX1,5,2,0,3,1
QS11,SETD2,2,2,0,0,1
QS11,SMAD4,30,15,1,14,0
QS11,SMARCA4,12,10,0,2,0
QS11,SMARCB1,3,0,1,2,1
QS11,SMO,2,0,2,0,0
QS11,SOCS1,2,0,1,1,0
QS11,STK11,29,20,0,9,1
QS11,TET2,3,3,0,0,1
QS11,TP53,441,436,0,5,0
QS11,TSC1,4,4,0,0,1
QS11,VHL,8,7,1,0,0
QS11,BCR_ABL,4,4,0,0,1
QS11,EWS_FLI1,15,15,0,0,0
QS11,MLL_AFF1,2,2,0,0,0
QS11,MISHL,79,79,0,0,1
Midostaurin,AKT2,8,0,8,0,0
Midostaurin,ALK,3,2,1,0,1
Midostaurin,APC,35,33,2,0,1
Midostaurin,BRAF,60,58,2,0,0
Midostaurin,BRCA1,5,2,2,1,0
Midostaurin,BRCA2,7,6,1,0,0
Midostaurin,CCND1,29,0,29,0,0
Midostaurin,CCND2,4,0,4,0,1
Midostaurin,CCND3,4,0,4,0,0
Midostaurin,CDH1,12,9,1,2,1
Midostaurin,CDK4,9,0,9,0,0
Midostaurin,CDK6,10,0,10,0,1
Midostaurin,CDKN2A,271,52,1,218,0
